RecipeID,UserID,Rating
6899874,16285913,5
6899874,62534895,5
6899874,91685527,5
6899874,35728972,5
6899874,90921749,5
6899874,77179115,5
6899874,44252101,5
6899874,94446255,5
6899874,99995805,5
6899874,22162732,5
6899874,43351443,5
6899874,68708687,5
6899874,51815818,4
6899874,60823151,4
6895112,94117045,5
6895112,93557367,5
6895112,97454886,5
6895112,51374692,5
6897383,69173366,5
6897383,11098823,5
6897383,75886266,5
6897383,56396613,5
6897383,21982677,5
6897383,42888688,5
6897383,33101170,5
6897383,43580062,5
6897383,sunhye912,5
6897383,40221937,5
6897383,63601584,5
6897383,jemah,5
6897383,16924036,5
6897383,34259307,5
6897383,49351249,5
6897383,80474817,5
6897383,70024566,5
6897383,30554885,5
6897383,25682873,5
6897383,68528589,5
6897383,87516527,5
6897383,46294612,5
6897383,hsm05,5
6897383,35453626,5
6897383,62911607,5
6897383,25540453,5
6897383,38284323,5
6897383,22062985,5
6897383,78648897,5
6897383,25294085,5
6897383,71783385,5
6897383,75950202,5
6897383,45974878,5
6897383,97154163,5
6897383,31350901,5
6897383,49034921,5
6897383,55824058,5
6897383,60179993,5
6897383,54494196,5
6897383,21476148,5
6897383,37571994,5
6897383,33531613,5
6897383,60438962,5
6897383,20041268,5
6897383,48245285,5
6897383,71829772,5
6897383,30600737,5
6897383,59367900,5
6897383,52954302,5
6897383,18964658,5
6897383,77216022,5
6897383,13501492,5
6897383,68460755,4
6897383,42776283,4
6897383,56028221,4
6897383,asj6389,4
6897383,52945651,1
6828931,28253840,5
6828931,74452318,5
6828931,68598857,5
6828931,78046966,5
6828931,93058350,5
6828931,71878474,5
6828931,17328894,5
6828931,77841507,5
6828931,85979345,5
6828931,myokjang,5
6828931,85591266,5
6828931,23256929,5
6828931,95948065,5
6828931,64173325,5
6828931,71964235,5
6828931,43250864,5
6828931,54544806,5
6828931,25565932,5
6828931,79816906,5
6828931,42626180,5
6828931,21815804,5
6828931,68238110,5
6828931,84885773,5
6828931,72082997,5
6828931,77551632,5
6828931,82105994,5
6828931,85941850,5
6828931,63601584,5
6828931,27698338,5
6828931,78053745,5
6828931,39437763,5
6828931,83969821,5
6828931,82758430,5
6828931,65162503,5
6828931,29544977,5
6828931,46001537,5
6828931,81479182,5
6828931,39326517,5
6828931,40533900,5
6828931,j2ztbxwlm6mdogw4gzsf6cfhmwbo@k,5
6828931,58177161,5
6828931,63016634,5
6828931,74018104,5
6828931,91552231,5
6828931,65926215,5
6828931,48116472,5
6828931,90889763,5
6828931,90843377,5
6828931,violetnymph,5
6828931,65945313,5
6828931,23861093,5
6828931,60700052,5
6828931,18947181,5
6828931,29861839,5
6828931,53824463,5
6828931,69002692,5
6828931,45297642,5
6828931,yujungah,5
6828931,22272951,5
6828931,67397195,5
6828931,50082704,5
6828931,29276937,5
6828931,30870583,5
6828931,85813393,5
6828931,75101304,5
6828931,75840610,5
6828931,59499898,5
6828931,70072441,5
6828931,41946300,5
6828931,37482688,5
6828931,52907769,5
6828931,61881182,5
6828931,jiseon623,4
6828931,satin052,4
6828931,50472806,4
6828931,47487359,4
6828931,90350968,4
6828931,34062291,4
6828931,75247638,4
6828931,82396186,4
6828931,93154881,4
6828931,37358824,4
6828931,76607480,4
6854799,64817453,5
6854799,62060413,5
6854799,21008271,5
6854799,38248894,5
6854799,14281091,5
6854799,95397426,5
6854799,69832749,5
6854799,85168148,5
6854799,36412860,5
6854799,93921537,5
6854799,69164949,5
6854799,51635002,5
6854799,76388665,5
6854799,15599366,5
6854799,25081849,5
6854799,38898919,5
6854799,60349975,5
6854799,71928423,5
6854799,91447299,5
6854799,47275933,5
6854799,57742647,5
6854799,39884476,5
6854799,77179115,5
6854799,44810217,5
6854799,78490420,5
6854799,17534594,5
6854799,66641198,5
6854799,27401104,5
6854799,23662593,5
6854799,leesgzmt,5
6854799,60120598,5
6854799,43383238,5
6854799,58699047,5
6854799,76120333,5
6854799,53216941,5
6854799,54294725,5
6854799,kangnampp,5
6854799,30873791,5
6854799,60498889,5
6854799,79174702,5
6854799,48806575,4
6854799,20916631,4
6854799,69089253,4
6854799,66307483,4
6877253,4864you,5
6877253,81459995,5
6877253,22704273,5
6877253,70391732,5
6877253,83451046,5
6877253,98611386,5
6877253,29860897,5
6877253,99072004,5
6877253,29861839,5
6877253,33847155,5
6877253,92592182,5
6877253,59152831,5
6877253,78931755,5
6877253,73246364,5
6877253,68095681,5
6877253,95549119,5
6877253,16654520,5
6877253,84013832,5
6877253,96989965,5
6877253,37482688,5
6877253,22511648,5
6877253,87749785,5
6877253,16147100,5
6877253,26253694,5
6877253,55696632,5
6877253,68281012,4
6877253,61562570,4
6877253,84885773,4
6877253,44929025,4
6877253,36403517,4
6877253,98938113,4
6877253,35964053,4
6877253,14974834,4
6877253,59587277,4
6877253,20929382,4
6846168,64173325,5
6846168,88188124,5
6846168,ej1221ej,5
6846168,18947181,5
6846168,37018933,5
6846168,74091340,5
6846168,68871986,5
6846168,73593496,5
6846168,99681208,5
6846168,67662309,5
6846168,19059095,5
6846168,13109193,5
6846168,51600963,5
6846168,26941438,5
6846168,90572133,5
6846168,74562571,5
6846168,19341551,5
6846168,48313277,5
6846168,45129996,5
6846168,55915292,5
6846168,46319280,4
6846168,25074389,4
6846168,54037233,4
6881286,70391732,5
6881286,43789667,5
6881286,75752491,5
6881286,64193856,5
6881286,41457699,5
6881286,95272802,5
6881286,15307871,5
6881286,95141624,5
6881286,69832749,5
6881286,88926363,5
6881286,91089210,5
6881286,68501864,5
6881286,30324102,5
6881286,64817453,5
6881286,99309912,5
6881286,33943302,5
6881286,85979345,5
6881286,79176484,5
6881286,18924875,5
6881286,68699165,5
6881286,ysh4900,5
6881286,ejdwkfn,5
6881286,29233678,5
6881286,18121213,5
6881286,33830316,5
6881286,98386443,5
6881286,74443128,5
6881286,88480361,5
6881286,85068833,5
6881286,64173325,5
6881286,46755874,5
6881286,99055963,5
6881286,28680829,5
6881286,57752568,5
6881286,87857524,5
6881286,36375863,5
6881286,48562968,5
6881286,80532040,5
6881286,29960935,5
6881286,15088913,5
6881286,34437223,5
6881286,45450004,5
6881286,84885773,5
6881286,52571088,5
6881286,78614402,5
6881286,75593526,5
6881286,15481513,5
6881286,jmaice,5
6881286,69002692,5
6881286,99634916,5
6881286,26052275,5
6881286,73277753,5
6881286,18964658,5
6881286,49287985,5
6881286,56450619,4
6881286,77631011,4
6881286,28616557,4
6881286,93673552,4
6834113,51164263,5
6834113,74010053,5
6834113,59525017,5
6834113,90189765,5
6834113,25881524,5
6834113,93565480,5
6834113,20725711,5
6834113,22134013,5
6834113,63011174,5
6834113,41844640,5
6834113,39203652,5
6834113,81176189,5
6834113,29483560,5
6834113,49589049,5
6834113,52700345,5
6834113,70071370,5
6834113,49173507,5
6834113,18947181,5
6834113,32441653,5
6834113,69715613,5
6834113,55346596,5
6834113,47496392,5
6834113,59205934,5
6834113,74016228,5
6834113,43886774,5
6834113,92262529,5
6834113,49499287,5
6834113,10359043,5
6834113,42786490,5
6834113,27918181,5
6834113,10465790,5
6834113,47714091,5
6834113,61120124,5
6834113,32460355,5
6834113,38611090,5
6834113,22654861,5
6834113,30160787,5
6834113,70724101,5
6834113,79086835,5
6834113,37470637,5
6834113,15954758,5
6834113,30227377,5
6834113,16821719,5
6834113,14420747,5
6834113,61821034,5
6834113,46739448,5
6834113,jieun101,5
6834113,24503221,5
6834113,25305628,5
6834113,79342423,5
6834113,30736009,5
6834113,37176922,5
6834113,66186074,5
6834113,18568547,5
6834113,91215464,5
6834113,28513959,5
6834113,46802038,5
6834113,47882048,5
6834113,26132555,5
6834113,27580805,5
6834113,ovov23,5
6834113,12097885,5
6834113,12570938,5
6834113,79948435,5
6834113,59652130,5
6834113,46618070,5
6834113,10197243,5
6834113,30892609,5
6834113,boyljh94,5
6834113,40187419,5
6834113,47862539,5
6834113,18355426,5
6834113,88233781,5
6834113,69529703,5
6834113,31853948,5
6834113,47747194,5
6834113,43976962,5
6834113,66766341,5
6834113,sophiee12,5
6834113,14353722,5
6834113,76811251,5
6834113,azafata11,5
6834113,79699304,5
6834113,52595915,4
6834113,99281967,4
6834113,63805204,4
6834113,23666572,3
6834113,15757183,3
6834113,26049134,3
6834113,61654054,3
6834113,81190294,3
6906441,95278393,5
6906441,29652183,5
6906441,35690073,4
6906441,71078275,4
6898497,28020843,5
6898497,15151678,5
6898497,antbaby19,5
6898497,24828210,5
6898497,78048406,5
6907091,75689476,4
6904344,lisabae,5
6904344,91333503,5
6904344,18382498,1
6887364,13779788,5
6887364,74881335,5
6887364,rkdcjf82,5
6887364,39125260,5
6887364,67451222,5
6887364,93529901,5
6887364,53548966,5
6887364,74064194,5
6887364,46889508,5
6887364,65096016,5
6887364,72282071,5
6887364,42966547,5
6887364,81842430,5
6887364,98811531,5
6887364,93180339,5
6887364,36341827,5
6887364,63601584,5
6887364,12526232,5
6887364,79841541,5
6887364,69607119,5
6887364,25358479,5
6887364,15157556,5
6887364,15119877,5
6887364,62791711,5
6887364,79795679,5
6887364,13074730,5
6887364,38573329,5
6887364,47947532,5
6887364,29861839,5
6887364,32728299,5
6887364,93752695,5
6887364,33133497,5
6887364,bjim1234,5
6887364,30977804,4
6887364,43385837,4
6887364,98478993,4
6847884,77500950,5
6847884,50579497,5
6847884,oeunjudoll,5
6847884,64173325,5
6847884,33398762,5
6847884,13616360,5
6847884,22575519,5
6847884,85937518,5
6847884,58448987,5
6847884,90108228,5
6847884,mikkim,5
6847884,82726573,5
6847884,93919457,5
6847884,55637671,5
6847884,72378613,5
6847884,15524565,5
6847884,33082899,5
6847884,81924803,5
6847884,36762534,5
6847884,78213335,5
6847884,53025675,5
6847884,52507789,5
6847884,28490695,5
6847884,53216941,5
6847884,47482532,5
6847884,34041581,5
6847884,73411057,5
6847884,91937604,5
6847884,64600001,5
6847884,soogi2000,5
6847884,54007453,5
6847884,15275592,5
6847884,24721211,5
6847884,26744433,5
6847884,33863509,4
6847884,92697991,4
6847884,43637258,4
6847884,79999550,4
6847884,36274225,4
6884169,31931252,5
6884169,92846622,5
6884169,55071463,5
6884169,58673717,5
6884169,15014183,5
6884169,kmjtoto,5
6884169,89686678,4
6884169,20525280,4
6896724,68880966,5
6896724,65191283,5
6896724,99818635,5
6896724,49439582,5
6896724,31474219,5
6896724,63886292,5
6896724,40102788,5
6896724,29614680,5
6896724,28273526,5
6896724,46965963,5
6896724,34308111,5
6896724,66495392,5
6896724,77726315,5
6896724,53075485,5
6896724,18294582,5
6896724,27007424,5
6896724,67169738,5
6896724,71794448,5
6896724,47953097,5
6896724,50205247,5
6896724,69388568,5
6896724,62027685,5
6896724,44545660,5
6896724,47720918,5
6896724,82439039,5
6896724,61857845,5
6896724,35502928,5
6896724,13454966,5
6896724,69207715,5
6896724,11742852,5
6896724,odayouzi,5
6896724,31051542,5
6896724,72895460,5
6896724,28739580,5
6896724,30841713,5
6896724,76041652,5
6896724,12271716,5
6896724,45521556,5
6896724,95860257,5
6896724,98609749,4
6896724,34278082,4
6896724,21797393,4
6896724,35892834,3
6874866,62527519,5
6874866,51933631,5
6874866,71994211,5
6874866,36264118,5
6874866,92279405,5
6874866,14117261,5
6874866,81325049,5
6874866,12429810,5
6874866,98410022,5
6874866,88593229,5
6874866,14401186,5
6874866,17614658,5
6874866,33599857,5
6874866,36186112,5
6874866,45102778,5
6874866,97559934,5
6874866,74271216,5
6874866,65275043,5
6874866,70662017,5
6874866,73359773,5
6874866,54869256,5
6874866,12790457,5
6874866,59118150,5
6874866,99286947,5
6874866,89987456,5
6874866,16877745,5
6874866,50999921,5
6874866,59662293,5
6874866,59698518,5
6874866,32g55sa0hhvfleh6qoso81o2n1xz@k,5
6874866,82813420,5
6874866,rosedew00,5
6874866,30870583,5
6874866,14266764,5
6874866,0x64749d5c6mbk6zj3dxdplqi4j4@k,5
6874866,27837857,5
6874866,23910053,5
6874866,29861839,5
6874866,77066695,5
6874866,67321182,5
6874866,44250012,5
6874866,57985170,5
6874866,93529901,5
6874866,34707166,5
6874866,94543945,5
6874866,44647329,5
6874866,88912272,5
6874866,30292048,5
6874866,31803538,4
6874866,jjouni,4
6874866,71325325,4
6874866,61788437,4
6843136,86723853,5
6843136,16335035,5
6843136,20127169,5
6843136,11328219,5
6843136,66818884,5
6843136,65444953,5
6843136,hshqueen,5
6843136,46802038,5
6843136,84749636,5
6843136,22464259,5
6843136,26350880,5
6843136,92750069,5
6843136,34831078,5
6843136,88152747,5
6843136,83213730,5
6843136,20862410,5
6843136,27942907,4
6843136,88773331,4
6843136,94688921,4
6883649,35880420,5
6883649,72388758,5
6883649,42483137,5
6883649,10270681,5
6883649,24432535,5
6883649,73537000,5
6883649,19246132,5
6883649,75600069,5
6883649,58232466,5
6883649,92784380,5
6883649,36269955,5
6883649,kmy990113,5
6883649,30261747,5
6883649,61611055,5
6883649,45158856,5
6883649,48721699,5
6883649,82757767,5
6883649,24650086,5
6883649,31850664,5
6883649,64530342,5
6883649,90775302,5
6883649,29861839,5
6883649,90768934,5
6883649,17312612,5
6883649,58204089,5
6883649,89037839,5
6883649,90451042,5
6883649,37610198,5
6883649,17958714,5
6883649,25883805,5
6883649,85964472,4
6883649,40110063,4
6883649,41820702,4
6883649,40182802,4
6883649,37071811,4
6883649,cooing102,1
6894755,95088141,5
6894755,63620835,5
6894755,75792707,5
6894755,99283908,5
6894755,84187640,5
6894755,40601139,5
6894755,30244106,5
6894755,29363815,4
6894755,92771559,4
6894755,93644159,4
6894755,91151312,4
6886567,29558558,5
6886567,34650224,5
6886567,76648754,5
6886567,48193408,5
6886567,14113830,5
6886567,49589049,5
6886567,63627611,5
6886567,shinyang86,5
6886567,40679751,5
6886567,59052444,5
6886567,61202307,5
6886567,12729562,5
6886567,93535353,5
6886567,66928607,5
6886567,gayun2,5
6886567,83085068,5
6886567,61120124,5
6886567,87152182,5
6886567,69832749,5
6886567,80019380,5
6886567,99122259,5
6886567,29861839,5
6886567,47924342,5
6886567,33883668,5
6886567,86576172,5
6886567,39198759,5
6886567,63255320,5
6886567,10179093,5
6886567,62953875,5
6886567,71252010,5
6886567,83561831,5
6886567,72423066,5
6886567,14649201,5
6886567,alsdud7072,4
6886567,82068646,4
6886567,12874178,3
6886567,53351442,3
6892339,88091924,5
6892339,55155167,5
6892339,56246684,5
6892339,22264406,5
6892339,69294215,5
6892339,57431013,5
6892339,89050991,5
6892339,46159481,5
6892339,60514470,5
6892339,91752137,5
6892339,79576847,5
6892339,64530069,5
6892339,44821884,5
6892339,50637826,5
6892339,35300639,5
6892339,76046546,5
6892339,35814846,5
6892339,39384863,5
6892339,80161038,5
6892339,13730506,5
6892339,45324253,5
6892339,53891121,5
6892339,53197312,5
6892339,94512738,5
6892339,89052754,5
6892339,31421960,4
6892339,49672173,4
6892339,60560085,4
6892339,69303611,4
6869489,junmom,5
6869489,99145802,5
6869489,64810044,5
6869489,54710225,5
6869489,27988349,5
6869489,89921095,5
6869489,33467452,5
6869489,56269256,5
6869489,69832749,5
6869489,21349520,5
6869489,46842220,5
6869489,yacipooh,5
6869489,63115830,5
6869489,61045619,5
6869489,77725095,5
6869489,58912090,5
6869489,94353751,5
6869489,56206021,5
6869489,23648981,5
6869489,67417398,5
6869489,73496496,5
6869489,zxcvblee,5
6869489,75187520,5
6869489,45897285,4
6869489,38990497,4
6898369,40036606,5
6898369,12195314,5
6898369,85123079,5
6898369,39640969,5
6879972,11590699,5
6879972,50241176,5
6879972,86376241,5
6879972,66432176,5
6879972,14198296,5
6879972,60312468,5
6879972,12745769,5
6879972,68528589,5
6879972,98720228,5
6879972,43476912,5
6879972,idyllic107,5
6879972,50520031,5
6879972,74621844,5
6879972,32038480,5
6879972,35415747,5
6879972,59205934,5
6879972,29861839,5
6879972,26890432,5
6879972,67924896,5
6879972,84787602,5
6879972,89389636,5
6879972,27474624,5
6879972,37832923,5
6879972,19031588,5
6879972,45087718,5
6879972,89830056,5
6879972,13730506,5
6879972,74923320,5
6879972,78565005,5
6879972,67481688,5
6879972,42966547,5
6879972,47326223,5
6879972,50761405,5
6879972,66752245,5
6879972,36708038,5
6879972,48497349,5
6879972,17474607,5
6879972,52318233,5
6879972,52420869,5
6879972,40520185,5
6879972,63606209,5
6879972,48614037,5
6904938,48176038,5
6904938,90140796,5
6904938,26675312,5
6904938,59947628,5
6904938,83990939,4
6892053,19508479,5
6892053,38779143,5
6892053,24971673,4
6869017,73998207,5
6869017,94591766,5
6869017,17328360,5
6869017,poohpo0904,5
6869017,17299938,5
6869017,99672490,5
6869017,gjgmldud1,5
6869017,30324102,5
6869017,90851084,5
6869017,76387089,5
6869017,42245839,5
6869017,50205933,5
6869017,56232567,5
6869017,63502355,5
6869017,warmscent,5
6869017,35621492,5
6869017,70216117,5
6869017,30816946,5
6869017,dtiger03,5
6869017,10376331,5
6869017,83570193,5
6869017,14594590,5
6869017,77970799,5
6869017,15343073,5
6869017,85355266,5
6869017,24900330,5
6869017,67295111,5
6869017,73359773,5
6869017,77918027,5
6869017,66887770,5
6869017,42722764,5
6869017,98940760,5
6869017,13796365,5
6869017,68095681,5
6869017,57200983,5
6869017,79887390,5
6869017,59719437,5
6869017,24733292,5
6869017,75811000,5
6869017,13066435,5
6869017,96219376,5
6869017,23702926,5
6869017,49589049,5
6869017,36569834,5
6869017,33892460,5
6869017,10685465,5
6869017,79879349,5
6869017,21496811,5
6869017,26332332,5
6869017,94513175,5
6869017,bjim1234,5
6869017,92420631,5
6869017,24432535,5
6869017,35244598,5
6869017,99711631,5
6869017,sonhy11,5
6869017,45825449,5
6869017,25176807,5
6869017,63629528,5
6869017,93990047,5
6869017,41321399,5
6869017,79015024,5
6869017,24688521,5
6869017,54000577,5
6869017,14281091,5
6869017,40141839,5
6869017,30113268,5
6869017,84862612,5
6869017,35720029,5
6869017,97154163,5
6869017,14266764,5
6869017,37654206,5
6869017,26426133,5
6869017,36442605,5
6869017,97811748,5
6869017,73277753,5
6869017,79838459,5
6869017,35938069,5
6869017,29194431,5
6869017,71115347,5
6869017,91026960,5
6869017,54683117,5
6869017,61761909,5
6869017,20301370,5
6869017,37276699,5
6869017,65550903,5
6869017,92530007,5
6869017,10124943,5
6869017,45189595,5
6869017,14169461,5
6869017,61582296,5
6869017,69177279,5
6869017,ssuk1030,5
6869017,49427735,5
6869017,63465312,5
6869017,35669160,4
6869017,95194040,4
6869017,14654133,4
6869017,29147809,4
6869017,choisej1,4
6869017,63020588,4
6869017,75011037,4
6869017,73734253,4
6869017,3y5f9aomq17wfnsakzadnxu4x3wk@k,4
6869017,45930203,4
6869017,48595715,4
6869017,46698373,4
6869017,32783899,4
6869017,28705240,4
6869017,54634080,3
6869017,29744874,3
6869017,57656342,2
6739157,44250751,5
6739157,46940150,5
6739157,27430118,5
6739157,80615955,5
6739157,99821989,5
6739157,21191846,5
6739157,84984763,5
6739157,jinho21c,5
6739157,97741434,5
6739157,19230092,5
6739157,28030729,5
6739157,pmgyeong88,5
6739157,11020545,5
6739157,46918582,5
6739157,29424273,5
6739157,jshx511,5
6739157,28567224,5
6739157,24014794,5
6739157,66077108,4
6739157,kyungeunvv,4
6739157,55964915,4
6899367,12440257,5
6899367,67686655,5
6899367,83008305,5
6899367,74897280,5
6899367,19592754,5
6899367,14862748,5
6899367,13165092,5
6899367,meme27,5
6899367,55799830,5
6899367,42127408,5
6899367,58068415,5
6899367,28582105,5
6899367,30282439,5
6899367,87228140,5
6899367,37601150,5
6899367,62885157,5
6899367,76765959,4
6885909,58074640,5
6885909,64293589,5
6885909,12071853,5
6885909,77726315,5
6885909,41473696,5
6885909,65548331,5
6885909,62761563,5
6885909,64173325,5
6885909,90635209,5
6885909,77014514,5
6885909,97458338,5
6885909,40312630,5
6885909,31143270,5
6885909,92283748,5
6885909,19888934,5
6885909,44647329,5
6885909,48547237,5
6885909,47482532,5
6885909,64786834,5
6885909,60339333,5
6885909,18136930,5
6885909,90282476,4
6872334,41539007,5
6872334,58599127,5
6872334,49206477,5
6872334,44438280,5
6872334,11548908,5
6872334,22037012,5
6872334,20426302,5
6872334,79480203,5
6872334,11191592,5
6872334,40948440,5
6872334,66077108,5
6872334,24432535,5
6872334,85815924,5
6872334,41473696,5
6872334,10571731,5
6872334,sallyk,5
6872334,27341499,5
6872334,54055007,5
6872334,32030362,5
6872334,46829109,5
6872334,26967102,5
6872334,94426318,5
6872334,25301359,5
6872334,84715083,5
6872334,35991671,5
6872334,30642520,5
6872334,36517518,5
6872334,62060413,5
6872334,94294881,5
6872334,67661139,5
6872334,53725377,5
6872334,27182628,5
6872334,popan21,5
6872334,90356014,5
6872334,64600001,5
6872334,50520031,5
6872334,68873017,5
6872334,25029798,5
6872334,79693621,5
6872334,68939691,5
6872334,70122275,5
6872334,24653821,5
6872334,57068275,5
6872334,98236478,5
6872334,60907304,5
6872334,89503263,5
6872334,85412250,5
6872334,48193408,5
6872334,91306702,5
6872334,93653071,5
6872334,99562742,5
6872334,69715613,5
6872334,22960372,5
6872334,22863759,5
6872334,35193750,5
6872334,84762741,5
6872334,50570412,5
6872334,93119644,5
6872334,40945378,5
6872334,39611150,5
6872334,97559885,5
6872334,kiding1052,5
6872334,69157039,5
6872334,80477133,5
6872334,27977531,5
6872334,65679502,5
6872334,88317423,5
6872334,98940760,5
6872334,24770679,5
6872334,80188819,5
6872334,53322300,5
6872334,43925201,5
6872334,11082517,5
6872334,17094283,5
6872334,62077153,5
6872334,79734390,5
6872334,89565012,5
6872334,75448284,5
6872334,46254671,5
6872334,69832749,5
6872334,49537615,5
6872334,65678733,5
6872334,40780614,5
6872334,31163945,5
6872334,73087138,5
6872334,72503709,5
6872334,yoihoi2,5
6872334,19841829,5
6872334,30780163,5
6872334,65205437,5
6872334,59150371,5
6872334,90334551,5
6872334,83688374,5
6872334,51040697,5
6872334,48069119,5
6872334,63404170,5
6872334,musicpoem,5
6872334,45542802,5
6872334,98415030,5
6872334,wer8301,5
6872334,jhefor31,5
6872334,99995805,5
6872334,55691978,5
6872334,69002692,5
6872334,28138545,5
6872334,81966562,5
6872334,28296267,5
6872334,87993567,5
6872334,69701381,5
6872334,88663952,5
6872334,16697181,5
